INFO:__main__:25-03-23 22:00:21 Import dataset
INFO:__main__:25-03-23 22:01:07    Augmented Dataset
INFO:__main__:25-03-23 22:01:09    Covariance Calculation
INFO:__main__:25-03-23 22:01:39    Beginning of SVM Test, subject 1
INFO:__main__:25-03-23 22:02:33 Import dataset
INFO:__main__:25-03-23 22:03:18    Augmented Dataset
INFO:__main__:25-03-23 22:03:20    Covariance Calculation
INFO:__main__:25-03-23 22:03:27    Beginning of SVM Test, subject 1
INFO:__main__:25-04-05 12:11:59    subject: 28,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:12:39    subject: 29,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:13:22    subject: 30,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:14:07    subject: 31,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:14:56    subject: 32,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:15:43    subject: 33,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:16:24    subject: 34,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:17:13    subject: 35,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:17:57    subject: 36,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:18:36    subject: 37,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:19:15    subject: 38,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:19:54    subject: 39,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:20:38    subject: 40,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:21:19    subject: 41,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:22:01    subject: 42,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:22:45    subject: 43,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:23:24    subject: 44,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:24:02    subject: 45,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:24:45    subject: 46,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:25:24    subject: 47,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:26:09    subject: 48,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:26:55    subject: 49,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
INFO:__main__:25-04-05 12:27:35    subject: 50,  trainingAcc: 1.0,   testingAcc: 0.494949494949495
