INFO:__main__:25-03-23 20:18:13 Import dataset
INFO:__main__:25-03-23 20:18:31    Augmented Dataset
INFO:__main__:25-03-23 20:19:00    Covariance Calculation
INFO:__main__:25-03-23 20:19:58    Beginning of SVM Test, subject 1
INFO:__main__:25-03-23 20:20:22    subject: 1,   trial: 1,    real class: left_hand,   predicted class: feet,  val: False,  trainingAcc: 1.0,   actualAcc: 0.0
INFO:__main__:25-03-23 20:41:23    subject: 1,   trial: 51,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.803921568627451
INFO:__main__:25-03-23 20:41:50    subject: 1,   trial: 52,    real class: left_hand,   predicted class: feet,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7884615384615384
INFO:__main__:25-03-23 20:42:18    subject: 1,   trial: 53,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7924528301886793
INFO:__main__:25-03-23 20:42:46    subject: 1,   trial: 54,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7962962962962963
INFO:__main__:25-03-23 20:43:13    subject: 1,   trial: 55,    real class: feet,   predicted class: left_hand,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7818181818181819
INFO:__main__:25-03-23 20:43:42    subject: 1,   trial: 56,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7857142857142857
INFO:__main__:25-03-23 20:44:12    subject: 1,   trial: 57,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7894736842105263
INFO:__main__:25-03-23 20:44:41    subject: 1,   trial: 58,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7931034482758621
INFO:__main__:25-03-23 20:45:11    subject: 1,   trial: 59,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7966101694915254
INFO:__main__:25-03-23 20:45:40    subject: 1,   trial: 60,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8
INFO:__main__:25-03-23 20:46:11    subject: 1,   trial: 61,    real class: left_hand,   predicted class: right_hand,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7868852459016393
INFO:__main__:25-03-23 20:46:40    subject: 1,   trial: 62,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7903225806451613
INFO:__main__:25-03-23 20:47:09    subject: 1,   trial: 63,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7936507936507936
INFO:__main__:25-03-23 20:47:39    subject: 1,   trial: 64,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.796875
INFO:__main__:25-03-23 20:48:08    subject: 1,   trial: 65,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8
INFO:__main__:25-03-23 20:48:38    subject: 1,   trial: 66,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.803030303030303
INFO:__main__:25-03-23 20:49:09    subject: 1,   trial: 67,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8059701492537313
INFO:__main__:25-03-23 20:49:38    subject: 1,   trial: 68,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8088235294117647
INFO:__main__:25-03-23 20:50:09    subject: 1,   trial: 69,    real class: right_hand,   predicted class: left_hand,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7971014492753623
INFO:__main__:25-03-23 20:50:43    subject: 1,   trial: 70,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8
INFO:__main__:25-03-23 20:51:15    subject: 1,   trial: 71,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8028169014084507
INFO:__main__:25-03-23 20:51:48    subject: 1,   trial: 72,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8055555555555556
INFO:__main__:25-03-23 20:52:21    subject: 1,   trial: 73,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8082191780821918
INFO:__main__:25-03-23 20:52:54    subject: 1,   trial: 74,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8108108108108109
INFO:__main__:25-03-23 20:53:27    subject: 1,   trial: 75,    real class: tongue,   predicted class: feet,  val: False,  trainingAcc: 1.0,   actualAcc: 0.8
INFO:__main__:25-03-23 20:54:00    subject: 1,   trial: 76,    real class: right_hand,   predicted class: left_hand,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7894736842105263
INFO:__main__:25-03-23 20:54:33    subject: 1,   trial: 77,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7922077922077922
INFO:__main__:25-03-23 20:55:06    subject: 1,   trial: 78,    real class: tongue,   predicted class: feet,  val: False,  trainingAcc: 1.0,   actualAcc: 0.782051282051282
INFO:__main__:25-03-23 20:55:38    subject: 1,   trial: 79,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7848101265822784
INFO:__main__:25-03-23 20:56:10    subject: 1,   trial: 80,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7875
INFO:__main__:25-03-23 20:56:43    subject: 1,   trial: 81,    real class: right_hand,   predicted class: tongue,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7777777777777778
INFO:__main__:25-03-23 20:57:16    subject: 1,   trial: 82,    real class: feet,   predicted class: tongue,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7682926829268293
INFO:__main__:25-03-23 20:57:50    subject: 1,   trial: 83,    real class: feet,   predicted class: tongue,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7590361445783133
INFO:__main__:25-03-23 20:58:24    subject: 1,   trial: 84,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7619047619047619
INFO:__main__:25-03-23 20:58:57    subject: 1,   trial: 85,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7647058823529411
INFO:__main__:25-03-23 20:59:31    subject: 1,   trial: 86,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7674418604651163
INFO:__main__:25-03-23 21:00:06    subject: 1,   trial: 87,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7701149425287356
INFO:__main__:25-03-23 21:00:40    subject: 1,   trial: 88,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7727272727272727
INFO:__main__:25-03-23 21:01:14    subject: 1,   trial: 89,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7752808988764045
INFO:__main__:25-03-23 21:01:48    subject: 1,   trial: 90,    real class: feet,   predicted class: tongue,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7666666666666667
INFO:__main__:25-03-23 21:02:22    subject: 1,   trial: 91,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7692307692307693
INFO:__main__:25-03-23 21:02:57    subject: 1,   trial: 92,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7717391304347826
INFO:__main__:25-03-23 21:03:33    subject: 1,   trial: 93,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7741935483870968
INFO:__main__:25-03-23 21:04:09    subject: 1,   trial: 94,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.776595744680851
INFO:__main__:25-03-23 21:04:45    subject: 1,   trial: 95,    real class: feet,   predicted class: tongue,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7684210526315789
INFO:__main__:25-03-23 21:05:20    subject: 1,   trial: 96,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7708333333333334
INFO:__main__:25-03-23 21:05:54    subject: 1,   trial: 97,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7731958762886598
INFO:__main__:25-03-23 21:06:30    subject: 1,   trial: 98,    real class: left_hand,   predicted class: right_hand,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7653061224489796
INFO:__main__:25-03-23 21:07:06    subject: 1,   trial: 99,    real class: tongue,   predicted class: feet,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7575757575757576
INFO:__main__:25-03-23 21:07:43    subject: 1,   trial: 100,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.76
INFO:__main__:25-03-23 21:08:19    subject: 1,   trial: 101,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7623762376237624
INFO:__main__:25-03-23 21:08:55    subject: 1,   trial: 102,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7647058823529411
INFO:__main__:25-03-23 21:09:31    subject: 1,   trial: 103,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7669902912621359
INFO:__main__:25-03-23 21:10:06    subject: 1,   trial: 104,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7692307692307693
INFO:__main__:25-03-23 21:10:42    subject: 1,   trial: 105,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7714285714285715
INFO:__main__:25-03-23 21:11:17    subject: 1,   trial: 106,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7735849056603774
INFO:__main__:25-03-23 21:11:53    subject: 1,   trial: 107,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7757009345794392
INFO:__main__:25-03-23 21:12:30    subject: 1,   trial: 108,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7777777777777778
INFO:__main__:25-03-23 21:13:06    subject: 1,   trial: 109,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7798165137614679
INFO:__main__:25-03-23 21:13:43    subject: 1,   trial: 110,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7818181818181819
INFO:__main__:25-03-23 21:14:19    subject: 1,   trial: 111,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7837837837837838
INFO:__main__:25-03-23 21:14:56    subject: 1,   trial: 112,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7857142857142857
INFO:__main__:25-03-23 21:15:34    subject: 1,   trial: 113,    real class: tongue,   predicted class: feet,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7787610619469026
INFO:__main__:25-03-23 21:16:12    subject: 1,   trial: 114,    real class: tongue,   predicted class: feet,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7719298245614035
INFO:__main__:25-03-23 21:16:49    subject: 1,   trial: 115,    real class: tongue,   predicted class: feet,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7652173913043478
INFO:__main__:25-03-23 21:17:27    subject: 1,   trial: 116,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7672413793103449
INFO:__main__:25-03-23 21:18:04    subject: 1,   trial: 117,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7692307692307693
INFO:__main__:25-03-23 21:18:42    subject: 1,   trial: 118,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7711864406779662
INFO:__main__:25-03-23 21:19:19    subject: 1,   trial: 119,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.773109243697479
INFO:__main__:25-03-23 21:19:56    subject: 1,   trial: 120,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.775
INFO:__main__:25-03-23 21:20:34    subject: 1,   trial: 121,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7768595041322314
INFO:__main__:25-03-23 21:21:12    subject: 1,   trial: 122,    real class: left_hand,   predicted class: feet,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7704918032786885
INFO:__main__:25-03-23 21:21:50    subject: 1,   trial: 123,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7723577235772358
INFO:__main__:25-03-23 21:22:28    subject: 1,   trial: 124,    real class: right_hand,   predicted class: left_hand,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7661290322580645
INFO:__main__:25-03-23 21:23:06    subject: 1,   trial: 125,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.768
INFO:__main__:25-03-23 21:23:44    subject: 1,   trial: 126,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7698412698412699
INFO:__main__:25-03-23 21:24:23    subject: 1,   trial: 127,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7716535433070866
INFO:__main__:25-03-23 21:25:02    subject: 1,   trial: 128,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7734375
INFO:__main__:25-03-23 21:25:40    subject: 1,   trial: 129,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7751937984496124
INFO:__main__:25-03-23 21:26:19    subject: 1,   trial: 130,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7769230769230769
INFO:__main__:25-03-23 21:26:58    subject: 1,   trial: 131,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7786259541984732
INFO:__main__:25-03-23 21:27:37    subject: 1,   trial: 132,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7803030303030303
INFO:__main__:25-03-23 21:28:17    subject: 1,   trial: 133,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7819548872180451
INFO:__main__:25-03-23 21:28:56    subject: 1,   trial: 134,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7835820895522388
INFO:__main__:25-03-23 21:29:35    subject: 1,   trial: 135,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7851851851851852
INFO:__main__:25-03-23 21:30:15    subject: 1,   trial: 136,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7867647058823529
INFO:__main__:25-03-23 21:30:54    subject: 1,   trial: 137,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7883211678832117
INFO:__main__:25-03-23 21:31:34    subject: 1,   trial: 138,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7898550724637681
INFO:__main__:25-03-23 21:32:14    subject: 1,   trial: 139,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7913669064748201
INFO:__main__:25-03-23 21:32:54    subject: 1,   trial: 140,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7928571428571428
INFO:__main__:25-03-23 21:33:34    subject: 1,   trial: 141,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7943262411347518
INFO:__main__:25-03-23 21:34:15    subject: 1,   trial: 142,    real class: feet,   predicted class: feet,  val: True,  trainingAcc: 1.0,   actualAcc: 0.795774647887324
INFO:__main__:25-03-23 21:34:55    subject: 1,   trial: 143,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7972027972027972
INFO:__main__:25-03-23 21:35:36    subject: 1,   trial: 144,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.7986111111111112
INFO:__main__:25-03-23 21:36:17    subject: 1,   trial: 145,    real class: right_hand,   predicted class: right_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8
INFO:__main__:25-03-23 21:36:58    subject: 1,   trial: 146,    real class: tongue,   predicted class: tongue,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8013698630136986
INFO:__main__:25-03-23 21:37:41    subject: 1,   trial: 147,    real class: left_hand,   predicted class: left_hand,  val: True,  trainingAcc: 1.0,   actualAcc: 0.8027210884353742
INFO:__main__:25-03-23 21:38:22    subject: 1,   trial: 148,    real class: feet,   predicted class: tongue,  val: False,  trainingAcc: 1.0,   actualAcc: 0.7972972972972973
